reference_entry,displayid,item_level,quality,source,earliest_expansion
35611,54508,167,3,item_template.sql,Wrath
35613,54509,167,3,item_template.sql,Wrath
35614,54510,167,3,item_template.sql,Wrath
35618,50599,171,3,item_template.sql,Wrath
35619,52335,171,3,item_template.sql,Wrath
35632,52216,171,3,item_template.sql,Wrath
35633,50604,171,3,item_template.sql,Wrath
35634,50605,171,3,item_template.sql,Wrath
35635,52217,171,3,item_template.sql,Wrath
35637,50609,171,3,item_template.sql,Wrath
35639,50615,171,3,item_template.sql,Wrath
35640,52214,171,3,item_template.sql,Wrath
35641,50618,171,3,item_template.sql,Wrath
35644,54996,175,3,item_template.sql,Wrath
35647,54998,175,3,item_template.sql,Wrath
35649,53207,175,3,item_template.sql,Wrath
35650,52363,175,3,item_template.sql,Wrath
35651,55003,175,3,item_template.sql,Wrath
35653,55004,175,3,item_template.sql,Wrath
35654,55005,175,3,item_template.sql,Wrath
35655,51711,163,3,item_template.sql,Wrath
35656,51712,163,3,item_template.sql,Wrath
35657,52222,163,3,item_template.sql,Wrath
35658,51713,163,3,item_template.sql,Wrath
35662,52224,163,3,item_template.sql,Wrath
35665,51718,163,3,item_template.sql,Wrath
35666,51719,163,3,item_template.sql,Wrath
35672,52494,183,3,item_template.sql,Wrath
35673,52351,183,3,item_template.sql,Wrath
35675,52353,183,3,item_template.sql,Wrath
35676,51528,183,3,item_template.sql,Wrath
35680,48510,183,3,item_template.sql,Wrath
35682,52362,183,3,item_template.sql,Wrath
35683,51458,183,3,item_template.sql,Wrath
35812,49203,138,2,item_template.sql,TBC
35815,56441,138,2,item_template.sql,TBC
35822,51094,138,2,item_template.sql,TBC
35835,56195,138,2,item_template.sql,TBC
35843,49473,138,2,item_template.sql,TBC
35859,51040,138,2,item_template.sql,TBC
35867,49225,138,2,item_template.sql,TBC
35870,49227,138,2,item_template.sql,TBC
35871,51045,138,2,item_template.sql,TBC
35879,51085,138,2,item_template.sql,TBC
35883,51096,138,2,item_template.sql,TBC
35889,56355,138,2,item_template.sql,TBC
35891,49510,138,2,item_template.sql,TBC
35896,51044,138,2,item_template.sql,TBC
35897,49230,138,2,item_template.sql,TBC
35899,51083,138,2,item_template.sql,TBC
35900,51050,138,2,item_template.sql,TBC
35902,49521,138,2,item_template.sql,TBC
35904,6490,138,2,item_template.sql,TBC
35905,49247,138,2,item_template.sql,TBC
35909,51078,138,2,item_template.sql,TBC
35910,51095,138,2,item_template.sql,TBC
35916,51098,138,2,item_template.sql,TBC
35925,49229,138,2,item_template.sql,TBC
35926,49930,138,2,item_template.sql,TBC
35929,51042,138,2,item_template.sql,TBC
35934,51084,138,2,item_template.sql,TBC
35936,49267,138,2,item_template.sql,TBC
35937,16283,138,2,item_template.sql,TBC
35938,49231,138,2,item_template.sql,TBC
35959,52516,130,2,item_template.sql,TBC
35960,52120,130,2,item_template.sql,TBC
35962,52071,130,2,item_template.sql,TBC
35963,52126,134,2,item_template.sql,TBC
35964,52125,134,2,item_template.sql,TBC
35965,52218,134,2,item_template.sql,TBC
35968,52123,134,2,item_template.sql,TBC
35969,49538,134,2,item_template.sql,TBC
35970,52122,134,2,item_template.sql,TBC
36020,52112,162,2,item_template.sql,Wrath
36021,51845,162,2,item_template.sql,Wrath
36023,52103,162,2,item_template.sql,Wrath
36024,52106,162,2,item_template.sql,Wrath
36025,52109,162,2,item_template.sql,Wrath
36032,52114,166,2,item_template.sql,Wrath
36035,52110,170,2,item_template.sql,Wrath
36060,52073,182,2,item_template.sql,Wrath
36061,52220,182,2,item_template.sql,Wrath
36067,49257,130,2,item_template.sql,TBC
36068,49903,130,2,item_template.sql,TBC
36069,49790,130,2,item_template.sql,TBC
36072,49241,130,2,item_template.sql,TBC
36089,49845,138,2,item_template.sql,TBC
36092,49904,142,2,item_template.sql,TBC
36093,49811,142,2,item_template.sql,TBC
36095,49842,142,2,item_template.sql,TBC
36112,49852,150,2,item_template.sql,Wrath
36118,49910,154,2,item_template.sql,Wrath
36134,49909,162,2,item_template.sql,Wrath
36136,49927,162,2,item_template.sql,Wrath
36152,49928,170,2,item_template.sql,Wrath
36157,49922,174,2,item_template.sql,Wrath
36159,52518,174,2,item_template.sql,Wrath
36171,49926,182,2,item_template.sql,Wrath
36175,52519,182,2,item_template.sql,Wrath
36183,52496,130,2,item_template.sql,TBC
36184,52155,130,2,item_template.sql,TBC
36245,51887,162,2,item_template.sql,Wrath
36259,57612,170,2,item_template.sql,Wrath
36291,51653,130,2,item_template.sql,TBC
36292,51657,130,2,item_template.sql,TBC
36293,51652,130,2,item_template.sql,TBC
36295,61307,130,2,item_template.sql,TBC
36296,51658,130,2,item_template.sql,TBC
36297,51951,130,2,item_template.sql,TBC
36299,51662,134,2,item_template.sql,TBC
36300,51131,134,2,item_template.sql,TBC
36302,51661,134,2,item_template.sql,TBC
36303,51207,134,2,item_template.sql,TBC
36304,51663,134,2,item_template.sql,TBC
36305,51949,134,2,item_template.sql,TBC
36306,51659,134,2,item_template.sql,TBC
36309,51665,138,2,item_template.sql,TBC
36312,51671,138,2,item_template.sql,TBC
36313,51950,138,2,item_template.sql,TBC
36314,51672,138,2,item_template.sql,TBC
36323,51675,146,2,item_template.sql,Wrath
36350,51645,158,2,item_template.sql,Wrath
36365,52049,166,2,item_template.sql,Wrath
36370,52039,166,2,item_template.sql,Wrath
36371,52051,170,2,item_template.sql,Wrath
36373,51633,170,2,item_template.sql,Wrath
36374,52050,170,2,item_template.sql,Wrath
36376,51640,170,2,item_template.sql,Wrath
36378,51636,170,2,item_template.sql,Wrath
36381,52053,174,2,item_template.sql,Wrath
36384,52056,174,2,item_template.sql,Wrath
36387,52063,178,2,item_template.sql,Wrath
36395,51771,182,2,item_template.sql,Wrath
36398,51772,182,2,item_template.sql,Wrath
36399,51773,182,2,item_template.sql,Wrath
36400,51774,182,2,item_template.sql,Wrath
36401,51770,182,2,item_template.sql,Wrath
36402,51776,182,2,item_template.sql,Wrath
36403,50050,130,2,item_template.sql,TBC
36404,50051,134,2,item_template.sql,TBC
36406,50053,142,2,item_template.sql,TBC
36407,50054,146,2,item_template.sql,Wrath
36408,50055,150,2,item_template.sql,Wrath
36410,50057,158,2,item_template.sql,Wrath
36411,50058,162,2,item_template.sql,Wrath
36415,50061,178,2,item_template.sql,Wrath
36416,50062,182,2,item_template.sql,Wrath
36458,52179,182,2,item_template.sql,Wrath
36473,50118,130,2,item_template.sql,TBC
36475,50124,138,2,item_template.sql,TBC
36490,49201,142,2,item_template.sql,TBC
36501,50320,130,2,item_template.sql,TBC
36509,50253,162,2,item_template.sql,Wrath
36510,50254,166,2,item_template.sql,Wrath
36511,50315,170,2,item_template.sql,Wrath
36513,50322,178,2,item_template.sql,Wrath
36514,50321,182,2,item_template.sql,Wrath
36529,49223,130,2,item_template.sql,TBC
36530,50334,134,2,item_template.sql,TBC
36532,50331,142,2,item_template.sql,TBC
36534,50332,150,2,item_template.sql,Wrath
36538,50333,166,2,item_template.sql,Wrath
36540,50330,174,2,item_template.sql,Wrath
36550,50344,158,2,item_template.sql,Wrath
36552,50347,166,2,item_template.sql,Wrath
36553,50345,170,2,item_template.sql,Wrath
36571,50063,130,2,item_template.sql,TBC
36572,50064,134,2,item_template.sql,TBC
36575,50068,146,2,item_template.sql,Wrath
36576,50070,150,2,item_template.sql,Wrath
36577,50074,154,2,item_template.sql,Wrath
36579,50065,162,2,item_template.sql,Wrath
36581,50071,170,2,item_template.sql,Wrath
36582,50069,174,2,item_template.sql,Wrath
36584,50066,182,2,item_template.sql,Wrath
36587,50340,138,2,item_template.sql,TBC
36588,50336,142,2,item_template.sql,TBC
36595,50339,170,2,item_template.sql,Wrath
36602,50357,142,2,item_template.sql,TBC
36611,50350,178,2,item_template.sql,Wrath
36623,50156,170,2,item_template.sql,Wrath
36624,50155,174,2,item_template.sql,Wrath
36656,50362,134,2,item_template.sql,TBC
36658,50364,142,2,item_template.sql,TBC
36661,50363,154,2,item_template.sql,Wrath
36663,50360,162,2,item_template.sql,Wrath
36665,50369,170,2,item_template.sql,Wrath
36668,50365,182,2,item_template.sql,Wrath
36688,50205,150,2,item_template.sql,Wrath
36697,50139,130,2,item_template.sql,TBC
36698,53556,134,2,item_template.sql,TBC
36701,50346,146,2,item_template.sql,Wrath
36874,24187,138,3,item_template.sql,TBC
36945,50973,187,3,item_template.sql,Wrath
36947,50974,187,3,item_template.sql,Wrath
36949,52225,187,3,item_template.sql,Wrath
36951,50979,187,3,item_template.sql,Wrath
36952,50982,187,3,item_template.sql,Wrath
36969,52500,187,3,item_template.sql,Wrath
36971,52226,187,3,item_template.sql,Wrath
36972,1103,187,3,item_template.sql,Wrath
36973,52231,187,3,item_template.sql,Wrath
36974,52233,187,3,item_template.sql,Wrath
36976,52227,187,3,item_template.sql,Wrath
36977,52998,187,3,item_template.sql,Wrath
36978,50995,187,3,item_template.sql,Wrath
36989,51931,187,3,item_template.sql,Wrath
36991,52361,187,3,item_template.sql,Wrath
36992,52350,187,3,item_template.sql,Wrath
36993,17776,187,3,item_template.sql,Wrath
36995,51932,187,3,item_template.sql,Wrath
36998,56207,138,2,item_template.sql,TBC
36999,52342,187,3,item_template.sql,Wrath
37005,51154,138,2,item_template.sql,TBC
37009,51269,138,2,item_template.sql,TBC
37014,50200,138,2,item_template.sql,TBC
37039,51268,138,2,item_template.sql,TBC
37040,53002,187,3,item_template.sql,Wrath
37055,52234,187,3,item_template.sql,Wrath
37056,52568,187,3,item_template.sql,Wrath
37060,50509,187,3,item_template.sql,Wrath
37065,50514,187,3,item_template.sql,Wrath
37066,52997,187,3,item_template.sql,Wrath
37069,52232,187,3,item_template.sql,Wrath
37070,55282,187,3,item_template.sql,Wrath
37081,51597,187,3,item_template.sql,Wrath
37082,53001,187,3,item_template.sql,Wrath
37083,51598,187,3,item_template.sql,Wrath
37088,51601,187,3,item_template.sql,Wrath
37095,52343,187,3,item_template.sql,Wrath
37099,51602,187,3,item_template.sql,Wrath
37105,52421,187,3,item_template.sql,Wrath
37106,51603,187,3,item_template.sql,Wrath
37108,51606,187,3,item_template.sql,Wrath
37110,52399,187,3,item_template.sql,Wrath
37111,19785,187,3,item_template.sql,Wrath
37112,55984,187,3,item_template.sql,Wrath
37113,52398,187,3,item_template.sql,Wrath
37114,51608,187,3,item_template.sql,Wrath
37128,49636,128,4,item_template.sql,TBC
37144,52327,200,3,item_template.sql,Wrath
37166,52326,200,3,item_template.sql,Wrath
37175,50917,200,3,item_template.sql,Wrath
37178,51686,200,3,item_template.sql,Wrath
37183,51689,200,3,item_template.sql,Wrath
37193,53810,200,4,item_template.sql,Wrath
37197,51374,200,3,item_template.sql,Wrath
37203,51266,138,2,item_template.sql,TBC
37211,51187,138,2,item_template.sql,TBC
37212,51224,138,2,item_template.sql,TBC
37218,52310,200,3,item_template.sql,Wrath
37219,51723,200,3,item_template.sql,Wrath
37225,51556,138,2,item_template.sql,TBC
37231,9086,138,2,item_template.sql,TBC
37237,52995,200,3,item_template.sql,Wrath
37238,51806,200,4,item_template.sql,Wrath
37245,52312,200,3,item_template.sql,Wrath
37264,51001,200,3,item_template.sql,Wrath
37270,51194,138,2,item_template.sql,TBC
37271,51161,138,2,item_template.sql,TBC
37272,51208,138,2,item_template.sql,TBC
37273,51153,138,2,item_template.sql,TBC
37277,51534,138,2,item_template.sql,TBC
37283,51218,138,2,item_template.sql,TBC
37295,51051,138,2,item_template.sql,TBC
37315,56324,138,2,item_template.sql,TBC
37318,56322,138,2,item_template.sql,TBC
37319,49913,138,2,item_template.sql,TBC
37353,51264,138,2,item_template.sql,TBC
37362,53808,200,4,item_template.sql,Wrath
37363,51010,200,4,item_template.sql,Wrath
37365,52314,200,3,item_template.sql,Wrath
37367,51700,200,3,item_template.sql,Wrath
37368,51701,200,3,item_template.sql,Wrath
37370,52329,200,3,item_template.sql,Wrath
37377,51703,200,3,item_template.sql,Wrath
37378,49864,138,2,item_template.sql,TBC
37382,56376,138,2,item_template.sql,TBC
37383,51250,138,2,item_template.sql,TBC
37386,49848,138,2,item_template.sql,TBC
37392,49847,138,2,item_template.sql,TBC
37395,51707,200,3,item_template.sql,Wrath
37417,51066,138,2,item_template.sql,TBC
37425,51223,138,2,item_template.sql,TBC
37428,51260,138,2,item_template.sql,TBC
37429,51181,138,2,item_template.sql,TBC
37437,51071,138,2,item_template.sql,TBC
37444,59543,138,2,item_template.sql,TBC
37455,51141,138,2,item_template.sql,TBC
37466,56326,138,2,item_template.sql,TBC
37469,51144,138,2,item_template.sql,TBC
37472,56321,138,2,item_template.sql,TBC
37473,51527,138,2,item_template.sql,TBC
37474,56316,138,2,item_template.sql,TBC
37485,56387,138,2,item_template.sql,TBC
37506,56354,138,2,item_template.sql,TBC
37507,56386,138,2,item_template.sql,TBC
37508,49725,138,2,item_template.sql,TBC
37511,56392,138,2,item_template.sql,TBC
37514,51133,138,2,item_template.sql,TBC
37518,56189,138,2,item_template.sql,TBC
37525,51277,138,2,item_template.sql,TBC
37527,51243,138,2,item_template.sql,TBC
37535,50137,138,2,item_template.sql,TBC
37555,45851,138,2,item_template.sql,TBC
37556,39927,138,2,item_template.sql,TBC
37560,51112,138,2,item_template.sql,TBC
37564,51256,138,2,item_template.sql,TBC
37587,51709,200,3,item_template.sql,Wrath
37591,54513,200,3,item_template.sql,Wrath
37617,54504,200,3,item_template.sql,Wrath
37625,54517,200,3,item_template.sql,Wrath
37626,53117,200,3,item_template.sql,Wrath
37628,53118,200,3,item_template.sql,Wrath
37640,53124,200,3,item_template.sql,Wrath
37643,53815,200,4,item_template.sql,Wrath
37646,53133,200,3,item_template.sql,Wrath
37650,51459,200,3,item_template.sql,Wrath
37653,51512,200,3,item_template.sql,Wrath
37655,52355,200,3,item_template.sql,Wrath
37657,51518,200,3,item_template.sql,Wrath
37670,53809,200,4,item_template.sql,Wrath
37671,51516,200,3,item_template.sql,Wrath
37680,52347,200,3,item_template.sql,Wrath
37682,50510,200,3,item_template.sql,Wrath
37691,52407,200,3,item_template.sql,Wrath
37696,51939,200,4,item_template.sql,Wrath
37717,52567,200,3,item_template.sql,Wrath
37724,52573,200,3,item_template.sql,Wrath
37731,52618,200,3,item_template.sql,Wrath
37733,52574,200,3,item_template.sql,Wrath
37734,52576,200,3,item_template.sql,Wrath
37743,50506,130,3,item_template.sql,TBC
37744,52467,130,3,item_template.sql,TBC
37745,50025,130,3,item_template.sql,TBC
37751,50376,134,3,item_template.sql,TBC
37752,52464,134,3,item_template.sql,TBC
37753,52458,138,3,item_template.sql,Wrath
37754,52545,142,3,item_template.sql,Wrath
37755,52472,146,3,item_template.sql,Wrath
37757,52448,154,3,item_template.sql,Wrath
37762,52520,134,3,item_template.sql,TBC
37764,51715,142,3,item_template.sql,Wrath
37765,52488,150,3,item_template.sql,Wrath
37766,52513,154,3,item_template.sql,Wrath
37769,52482,166,3,item_template.sql,Wrath
37772,49362,134,3,item_template.sql,TBC
37773,52476,138,3,item_template.sql,Wrath
37775,53371,146,3,item_template.sql,Wrath
37778,52473,158,3,item_template.sql,Wrath
37779,52484,166,3,item_template.sql,Wrath
37780,52502,170,3,item_template.sql,Wrath
37781,52487,174,3,item_template.sql,Wrath
37783,51927,138,3,item_template.sql,Wrath
37785,52509,146,3,item_template.sql,Wrath
37786,52483,150,3,item_template.sql,Wrath
37787,52302,154,3,item_template.sql,Wrath
37789,52512,158,3,item_template.sql,Wrath
37790,51704,162,3,item_template.sql,Wrath
37791,53814,200,4,item_template.sql,Wrath
37792,52450,166,3,item_template.sql,Wrath
37794,52454,174,3,item_template.sql,Wrath
37795,52451,142,3,item_template.sql,Wrath
37796,52453,142,3,item_template.sql,Wrath
37801,52611,200,3,item_template.sql,Wrath
37802,52445,146,3,item_template.sql,Wrath
37803,51691,138,3,item_template.sql,Wrath
37804,50536,158,3,item_template.sql,Wrath
37806,52446,162,3,item_template.sql,Wrath
37808,52455,162,3,item_template.sql,Wrath
37809,49368,162,3,item_template.sql,Wrath
37812,52460,158,3,item_template.sql,Wrath
37822,52459,170,3,item_template.sql,Wrath
37823,36902,166,3,item_template.sql,Wrath
37824,56898,174,3,item_template.sql,Wrath
37825,52364,200,3,item_template.sql,Wrath
37843,52348,200,3,item_template.sql,Wrath
37844,52614,200,3,item_template.sql,Wrath
37845,52615,200,3,item_template.sql,Wrath
37846,52616,200,3,item_template.sql,Wrath
37848,51938,200,3,item_template.sql,Wrath
37852,55709,200,4,item_template.sql,Wrath
37870,55011,200,3,item_template.sql,Wrath
37874,55019,200,3,item_template.sql,Wrath
37890,55007,200,3,item_template.sql,Wrath
37940,51301,146,2,item_template.sql,TBC
37942,53251,146,2,item_template.sql,TBC
37943,51287,146,2,item_template.sql,TBC
37944,51368,146,2,item_template.sql,TBC
37945,51334,146,2,item_template.sql,TBC
37949,51004,146,2,item_template.sql,TBC
37954,52623,146,2,item_template.sql,TBC
37956,51388,146,2,item_template.sql,TBC
37957,51361,146,2,item_template.sql,TBC
37960,51278,146,2,item_template.sql,TBC
37961,52626,146,2,item_template.sql,TBC
37962,53257,146,2,item_template.sql,TBC
37963,52625,146,2,item_template.sql,TBC
37967,51276,146,2,item_template.sql,TBC
37969,51372,146,2,item_template.sql,TBC
37970,52493,146,2,item_template.sql,TBC
37971,51312,146,2,item_template.sql,TBC
37988,51375,146,2,item_template.sql,TBC
37991,49809,146,2,item_template.sql,TBC
38008,51316,146,2,item_template.sql,TBC
38011,51335,146,2,item_template.sql,TBC
38025,51390,146,2,item_template.sql,TBC
38027,59545,146,2,item_template.sql,TBC
38036,51275,146,2,item_template.sql,TBC
38042,51280,146,2,item_template.sql,TBC
38043,56200,146,2,item_template.sql,TBC
38049,51322,146,2,item_template.sql,TBC
38051,51347,146,2,item_template.sql,TBC
38056,51311,146,2,item_template.sql,TBC
38084,56393,146,2,item_template.sql,TBC
38094,50905,146,2,item_template.sql,TBC
38104,51288,146,2,item_template.sql,TBC
38105,51302,146,2,item_template.sql,TBC
38107,51108,146,2,item_template.sql,TBC
38108,56138,146,2,item_template.sql,TBC
38110,49478,146,2,item_template.sql,TBC
38114,56445,146,2,item_template.sql,TBC
38116,51331,146,2,item_template.sql,TBC
38118,51397,146,2,item_template.sql,TBC
38128,50146,146,2,item_template.sql,TBC
38142,51366,146,2,item_template.sql,TBC
38146,51377,146,2,item_template.sql,TBC
38151,50122,146,2,item_template.sql,TBC
38187,51464,146,2,item_template.sql,TBC
38196,51463,146,2,item_template.sql,TBC
38197,51385,146,2,item_template.sql,TBC
38212,52818,138,2,item_template.sql,TBC
38237,53056,138,3,item_template.sql,TBC
38257,50547,138,3,item_template.sql,TBC
38259,7371,138,3,item_template.sql,TBC
38284,51279,146,2,item_template.sql,TBC
38353,57171,150,3,item_template.sql,Wrath
38361,50537,150,3,item_template.sql,Wrath
38364,5562,150,3,item_template.sql,Wrath
38387,50680,154,3,item_template.sql,Wrath
38400,52902,142,2,item_template.sql,TBC
38401,49794,146,2,item_template.sql,Wrath
38402,49246,142,2,unknown,TBC
38403,49253,146,2,item_template.sql,Wrath
38408,53052,138,2,item_template.sql,TBC
38409,64114,142,2,item_template.sql,TBC
38410,53054,142,2,item_template.sql,TBC
38417,56692,146,2,item_template.sql,Wrath
38418,56684,138,2,item_template.sql,TBC
38419,56690,142,2,item_template.sql,Wrath
38421,56688,134,2,item_template.sql,TBC
38422,56691,138,2,item_template.sql,TBC
38435,56687,150,2,item_template.sql,Wrath
38437,52906,150,2,item_template.sql,Wrath
38439,51293,150,2,item_template.sql,Wrath
38440,57541,150,2,item_template.sql,Wrath
38441,56696,159,3,item_template.sql,Wrath
38445,18418,187,3,item_template.sql,Wrath
38456,57089,166,3,item_template.sql,Wrath
38457,57087,166,3,item_template.sql,Wrath
38461,53470,166,3,item_template.sql,Wrath
38513,46626,13,2,item_template.sql,Classic
38524,56373,146,2,item_template.sql,TBC
38527,51310,146,2,item_template.sql,TBC
38530,51413,146,3,item_template.sql,TBC
38531,51411,146,3,item_template.sql,TBC
38532,56337,146,3,item_template.sql,TBC
38533,50753,146,3,item_template.sql,TBC
38534,50752,146,3,item_template.sql,TBC
38535,51414,146,3,item_template.sql,TBC
38541,50770,146,3,item_template.sql,TBC
38543,50771,146,3,item_template.sql,TBC
38590,56676,175,3,item_template.sql,Wrath
38591,56678,171,3,item_template.sql,Wrath
38614,51531,183,3,item_template.sql,Wrath
38616,51514,200,3,item_template.sql,Wrath
38617,51515,200,3,item_template.sql,Wrath
38760,57689,154,2,item_template.sql,TBC
38762,57687,154,2,item_template.sql,TBC
38763,48007,174,2,item_template.sql,Wrath
38764,45112,174,2,item_template.sql,Wrath
39015,56012,154,2,item_template.sql,TBC
39017,56333,154,2,item_template.sql,TBC
39034,56332,154,2,item_template.sql,TBC
39084,54813,142,2,item_template.sql,TBC
39085,51503,142,2,item_template.sql,TBC
39099,56106,154,2,item_template.sql,TBC
39168,51577,154,3,item_template.sql,TBC
39171,51575,154,3,item_template.sql,TBC
39172,49876,154,3,item_template.sql,TBC
39174,51572,154,3,item_template.sql,TBC
39175,51571,154,3,item_template.sql,TBC
39176,51574,154,3,item_template.sql,TBC
39177,51573,154,3,item_template.sql,TBC
39179,56375,154,3,item_template.sql,TBC
39180,51582,154,3,item_template.sql,TBC
39182,51584,154,3,item_template.sql,TBC
39183,51585,154,3,item_template.sql,TBC
39188,53829,200,4,item_template.sql,Wrath
39196,54223,200,4,item_template.sql,Wrath
39198,53842,200,4,item_template.sql,Wrath
39202,7464,7,0,item_template.sql,Classic
39208,51913,70,3,item_template.sql,Classic
39216,56607,200,4,item_template.sql,Wrath
39230,53852,200,4,item_template.sql,Wrath
39237,53883,200,4,item_template.sql,Wrath
39239,53884,200,4,item_template.sql,Wrath
39245,53889,200,4,item_template.sql,Wrath
39254,54227,200,4,item_template.sql,Wrath
39259,53898,200,4,item_template.sql,Wrath
39260,57522,200,4,item_template.sql,Wrath
39261,54220,200,4,item_template.sql,Wrath
39278,54207,200,4,item_template.sql,Wrath
39284,55327,200,4,item_template.sql,Wrath
39294,57542,200,4,item_template.sql,Wrath
39295,53925,200,4,item_template.sql,Wrath
39331,51849,162,2,item_template.sql,TBC
39332,51851,162,2,item_template.sql,TBC
39335,51853,162,2,item_template.sql,TBC
39336,51850,162,2,item_template.sql,TBC
39379,54219,200,4,item_template.sql,Wrath
39385,51860,162,2,item_template.sql,TBC
39386,53935,200,4,item_template.sql,Wrath
39397,53940,200,4,item_template.sql,Wrath
39408,54029,200,4,item_template.sql,Wrath
39417,55712,213,4,item_template.sql,Wrath
39427,55715,200,4,item_template.sql,Wrath
39432,51888,162,2,item_template.sql,TBC
39433,51889,162,2,item_template.sql,TBC
39439,51877,162,2,item_template.sql,TBC
39444,51881,162,2,item_template.sql,TBC
39452,51905,162,2,item_template.sql,TBC
39454,51907,162,2,item_template.sql,TBC
39457,51893,162,2,item_template.sql,TBC
39460,51896,162,2,item_template.sql,TBC
39461,51901,162,2,item_template.sql,TBC
39478,56190,162,3,item_template.sql,TBC
39480,52268,162,2,item_template.sql,TBC
39487,51909,162,3,item_template.sql,TBC
39497,56474,200,4,item_template.sql,Wrath
39507,51797,20,2,item_template.sql,Classic
39508,51894,162,2,item_template.sql,TBC
39514,54387,200,4,item_template.sql,Wrath
39515,54269,200,4,item_template.sql,Wrath
39517,54280,200,4,item_template.sql,Wrath
39535,53000,187,3,item_template.sql,Wrath
39536,52613,187,3,item_template.sql,Wrath
39558,54256,200,4,item_template.sql,Wrath
39560,54423,200,4,item_template.sql,Wrath
39578,54375,200,4,item_template.sql,Wrath
39588,57023,200,4,item_template.sql,Wrath
39591,57066,200,4,item_template.sql,Wrath
39603,57027,200,4,item_template.sql,Wrath
39606,55369,200,4,item_template.sql,Wrath
39607,55376,200,4,item_template.sql,Wrath
39608,56214,200,4,item_template.sql,Wrath
39612,55375,200,4,item_template.sql,Wrath
39617,55484,200,4,item_template.sql,Wrath
39621,55491,200,4,item_template.sql,Wrath
39629,54255,200,4,item_template.sql,Wrath
39631,54299,200,4,item_template.sql,Wrath
39672,52002,162,2,item_template.sql,TBC
39673,52004,162,2,item_template.sql,TBC
39674,56388,162,2,item_template.sql,TBC
39675,52005,162,2,item_template.sql,TBC
39680,50994,155,3,item_template.sql,TBC
39704,54708,213,4,item_template.sql,Wrath
39717,55393,213,4,item_template.sql,Wrath
39763,56662,213,4,item_template.sql,Wrath
39764,55384,213,4,item_template.sql,Wrath
39767,54719,213,4,item_template.sql,Wrath
39771,52403,158,2,item_template.sql,TBC
39772,52387,158,2,item_template.sql,TBC
39775,52444,158,2,item_template.sql,TBC
39776,52386,154,2,item_template.sql,TBC
39777,52373,158,2,item_template.sql,TBC
39778,56351,158,2,item_template.sql,TBC
39780,51073,158,2,item_template.sql,TBC
39782,51353,158,2,item_template.sql,TBC
39786,52374,158,2,item_template.sql,TBC
39792,52439,158,2,item_template.sql,TBC
39793,52417,158,2,item_template.sql,TBC
39794,52381,158,2,item_template.sql,TBC
39795,52045,158,2,item_template.sql,TBC
39796,56360,158,2,item_template.sql,TBC
39798,52438,158,2,item_template.sql,TBC
39799,52425,158,2,item_template.sql,TBC
39803,52408,158,2,item_template.sql,TBC
39804,52392,158,2,item_template.sql,TBC
39805,56381,158,2,item_template.sql,TBC
39806,52379,158,2,item_template.sql,TBC
39810,52340,158,2,item_template.sql,TBC
39815,52382,158,2,item_template.sql,TBC
39825,52378,158,2,item_template.sql,TBC
39828,52423,158,2,item_template.sql,TBC
39829,52411,158,2,item_template.sql,TBC
39831,52405,158,2,item_template.sql,TBC
39839,52332,158,2,item_template.sql,TBC
39846,56350,158,2,item_template.sql,TBC
39848,52419,158,2,item_template.sql,TBC
39851,51891,158,2,item_template.sql,TBC
39856,56352,158,2,item_template.sql,TBC
39860,52428,158,2,item_template.sql,TBC
39867,56329,158,2,item_template.sql,TBC
39870,52402,158,2,item_template.sql,TBC
39875,52442,158,2,item_template.sql,TBC
39876,52370,158,2,item_template.sql,TBC
39882,52393,158,2,item_template.sql,TBC
39888,51298,174,2,item_template.sql,Wrath
39889,53142,158,2,item_template.sql,TBC
39893,52371,158,2,item_template.sql,TBC
39894,5116,25,3,item_template.sql,Classic
39897,52161,25,3,item_template.sql,Classic
40060,51941,213,4,item_template.sql,Wrath
40063,54704,213,4,item_template.sql,Wrath
40193,54800,213,4,item_template.sql,Wrath
40194,53622,226,4,item_template.sql,Wrath
40203,54767,213,4,item_template.sql,Wrath
40204,51008,213,4,item_template.sql,Wrath
40206,55394,213,4,item_template.sql,Wrath
40241,54784,213,4,item_template.sql,Wrath
40247,54769,213,4,item_template.sql,Wrath
40249,54804,213,4,item_template.sql,Wrath
40262,54852,213,4,item_template.sql,Wrath
40277,54872,213,4,item_template.sql,Wrath
40283,54848,213,4,item_template.sql,Wrath
40293,52304,162,3,item_template.sql,TBC
40299,54865,213,4,item_template.sql,Wrath
40301,54840,213,4,item_template.sql,Wrath
40306,55386,213,4,item_template.sql,Wrath
40307,52294,200,4,item_template.sql,Wrath
40316,54881,213,4,item_template.sql,Wrath
40319,54879,213,4,item_template.sql,Wrath
40325,54876,213,4,item_template.sql,Wrath
40331,54889,213,4,item_template.sql,Wrath
40346,54886,213,4,item_template.sql,Wrath
40348,55711,213,4,item_template.sql,Wrath
40352,54890,213,4,item_template.sql,Wrath
40379,54972,213,4,item_template.sql,Wrath
40395,57250,226,4,item_template.sql,Wrath
40402,55906,226,4,item_template.sql,Wrath
40427,53194,200,4,item_template.sql,Wrath
40431,53285,213,4,item_template.sql,Wrath
40432,53291,213,4,item_template.sql,Wrath
40438,53654,213,4,item_template.sql,Wrath
40462,55224,213,4,item_template.sql,Wrath
40474,53560,213,4,item_template.sql,Wrath
40492,52575,115,3,item_template.sql,TBC
40496,55077,213,4,item_template.sql,Wrath
